,name,palate_tokenized,nose_tokenized,finish_tokenized,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine
439,SPEY Fumare,"['roasted_nut', 'caramelised', 'apple', 'toasted', 'barley']","['oil', 'malt', 'subtly', 'medicinal', 'smoke', 'sweet', 'herb']","['barrel_char', 'sweet', 'spark', 'raspberry', 'compote']",48.31,Speyside Whisky,Speyside,Speyside,,46.0,,,,,,,,,,,,,,
440,Glen Spey 10 Year Old 2010 (casks 804794 & 804799) - Un-Chilfiltered Collection (Signatory),"['melon', 'plum', 'nutty', 'barley', 'apple', 'butter', 'zest', 'rich', 'pepper', 'oak']","['almont', 'butter', 'caramel', 'grass', 'herbal', 'malt', 'toast', 'sawdust']","['roasted', 'nut', 'oak', 'warmth', 'sultana', 'mixed', 'spice']",43.52,Speyside Whisky,Glen Spey,Signatory,10.0,46.0,,,,,,,,,,,,,,
441,Talisker 10 Year Old with Waterproof Dry Bag,"['bonfire', 'peat', 'crackling', 'black_pepper', 'brine', 'dry', 'barley', 'welcome', 'orchard_fruit', 'delicate', 'beauty', 'balance']","['fresh', 'fragrant', 'thick', 'pungent', 'smoke', 'sweet', 'pear', 'apple', 'peel', 'pinche', 'maritime', 'salt', 'kipper', 'seaweed']","['long', 'finish', 'bonfire_ember', 'toast', 'malt', 'sugar', 'underlay']",57.28,Island Whisky,Talisker,Talisker,10.0,45.8,,,,,,,,,,,,,,
442,Tomatin 2015 - Skene Whisky,"['spice', 'cinnamon', 'liquorice', 'rich', 'fruit', 'orange_peel', 'oaken', 'vanilla']","['butter', 'fudge', 'green_apple', 'chocolate', 'malted', 'milk', 'biscuit', 'bold', 'baking_spice']","['finish', 'spice', 'currant_bun', 'berry']",49.24,Highland Whisky,Tomatin,Skene Whisky,,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
443,Glen Spey 12 Year Old 2009 (cask 803748) - James Eadie,"['sweet', 'orange_peel', 'fragrant', 'baking_spice', 'juicy', 'pear', 'green', 'oak']","['red_berry', 'tart', 'plum', 'silky', 'vanilla', 'cream', 'salted', 'chocolate', 'fresh', 'sawdust']","['nutty', 'waft', 'cedar', 'oak', 'nutmeg', 'vegetal', 'barley', 'wax', 'honeycomb']",72.18,Speyside Whisky,Glen Spey,James Eadie,12.0,56.8,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Mortlach 14 Year Old 2005 (cask 13729) - Old Particular (Douglas Laing),"['nectarine', 'oak', 'vanilla', 'white_grape', 'generous', 'dose', 'fresh', 'malt']","['biscuit', 'malt', 'lemon', 'peel', 'heather_honey', 'peach', 'cream']","['apple_skin', 'orange', 'curd', 'earth', 'oak']",101.76,Speyside Whisky,Mortlach,Douglas Laing,14.0,48.4,,,,,,,,,,,,,,
445,Speyside 23 Year Old 1992 (cask CM223) - The Golden Cask (House of Macduff),"['red', 'fruit', 'raspberry', 'blackcurrant', 'particular', 'savoury', 'fresh', 'ginger', 'oatcake']","['dark', 'fruit', 'compote', 'roasted_coffee', 'bean', 'brown_sugar']","['shortbread', 'molasse']",135.16,Speyside Whisky,Speyside,House of Macduff,23.0,61.7,,True,,,,,,,,,,,,
446,GlenAllachie 12 Year Old 2008 (casks 1910865 & 1920865) - Benchmark (Murray McDavid),"['pear', 'white_grape', 'boozy', 'sultanas', 'vanilla', 'cream', 'walnut', 'malted', 'oak']","['jammy', 'berry', 'honeyed', 'fruit', 'orange', 'butter']","['spiced', 'malt', 'nut', 'splash', 'boozy', 'coffee', 'apple', 'tart']",91.68,Speyside Whisky,GlenAllachie,Murray McDavid,12.0,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
447,Hamiltons Lowland Single Malt Scotch Whisky,"['light', 'release', 'classic', 'lowland', 'style', 'sweet', 'fragrant', 'cereal']","['attractive', 'summer', 'grass', 'malt', 'sweet', 'violet']","['delicate', 'moreish']",29.82,Scotch Whisky,Hamiltons,Hamiltons,,40.0,,,,,,,,,,,,,,
448,Dailuaine 14 Year Old 2007 - North Star Spirits,"['flaky_pastry', 'wax', 'citrus', 'peel', 'cherry']","['mouth', 'watering', 'cherry', 'honey', 'smidge', 'toasted', 'coconut']","['finish', 'cinnamon', 'ginger']",73.32,Speyside Whisky,Dailuaine,North Star Spirits,14.0,52.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
449,Rosebank 28 Year Old (That Boutique-y Whisky Company),"['soft', 'peppercorn', 'heat', 'oak', 'char', 'wave', 'caramel', 'blackberry', 'caraway', 'marmalade']","['honeysuckle', 'toffee', 'apple', 'black', 'fruit', 'earth', 'tobacco', 'petrichor', 'cedar']","['clove', 'orange', 'toasted_teacake', 'salted_butter']",1328.84,Lowland Whisky,Rosebank,That Boutique-y Whisky Company,28.0,49.2,,,,,,,,,,,,,,
450,Blair Athol 25 Year Old 1995 (cask 18668) - Old Malt Cask (Hunter Laing),"['orchard_fruit', 'style', 'chocolate', 'whiff', 'cinnamon']","['summer_berry', 'tart', 'dollop', 'extra_thick', 'double_cream', 'sugar']","['subtly', 'finish', 'barley', 'oak']",246.65,Highland Whisky,Blair Athol,Hunter Laing,25.0,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
451,Port Charlotte 13 Year Old (That Boutique-y Whisky Company),"['medical', 'tcp', 'healthy', 'sweet', 'vanilla', 'violet', 'cherry', 'peat', 'n', 'meat', 'character', 'true']","['lean', 'moss', 'plenty', 'earthy_peat', 'sea_salt', 'heather', 'chestnut', 'sweet', 'fruit', 'meat', 'element', 'build', 'aroma']","['surprisingly', 'delicate', 'brown_sugar', 'earth', 'soot']",153.59,Islay Whisky,Bruichladdich,That Boutique-y Whisky Company,13.0,52.7,,,,,,,,,,,,,,
452,Orkney 14 Year Old 2007 (cask 6) - Lady of the Glen (Hannah Whisky Merchants),"['rye_bread', 'marmalade', 'christmas_cake', 'toast', 'vanilla_pod', 'cinnamon']","['toasted', 'sugar', 'brown_bread', 'butter', 'orange', 'liqueur', 'new_leather', 'subtle', 'savour', 'smoke']","['strong', 'espresso', 'redcurrant']",107.72,Scotch Whisky,Hannah Whisky Merchants,Hannah Whisky Merchants,14.0,58.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
453,Inchgower 9 Year Old 2011 (cask 14295) - Provenance (Douglas Laing),"['barley', 'sugar', 'stem_ginger', 'dust', 'oak', 'background']","['nutmeg', 'cinnamon', 'apricot', 'forest_floor', 'earth']","['orange', 'sweet', 'honeyed_cereal']",45.8,Speyside Whisky,Inchgower,Douglas Laing,9.0,46.0,,,,,,,,,,,,,,
454,Allt-á-Bhainne 12 Year Old 2008 (cask 14655) - Provenance (Douglas Laing),"['caramelised_nut', 'kitchen', 'spice', 'plus', 'sugar', 'coffee']","['richly', 'malt', 'red', 'apple', 'leather', 'freshly', 'chocolate', 'chip', 'muffin', 'support']","['peppercorn', 'cinnamon', 'nectarine', 'orange']",59.56,Speyside Whisky,Allt-á-Bhainne,Douglas Laing,12.0,46.0,,,,,,,,,,,,,,
455,Glen Moray Classic Peated Gift Pack with 2x Glasses,"['smoke', 'intense', 'background', 'vanilla', 'orchard_fruit']","['apricot', 'roasted', 'pineapple', 'tobacco_leaf']","['bit', 'pepper', 'enjoyably', 'sweet']",32.57,Speyside Whisky,Glen Moray,Glen Moray,,40.0,,,,,,,,,,,,,,
456,Port Askaig 12 Year Old - Autumn 2020 Edition,"['roasted_nut', 'juicy', 'red_berry', 'good_helping', 'barley']","['meat', 'milk_chocolate', 'raspberry', 'sorbet']","['subtly', 'vegetal', 'earth', 'finish', 'raspberry']",83.64,Islay Whisky,Port Askaig,Port Askaig,12.0,45.8,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
457,Glentauchers 22 Year Old 1997 (cask 4159 & 4164) - Cask Strength Collection (Signatory),"['grass', 'vanilla', 'shortbread', 'ripe', 'tropical_fruit', 'milk_chocolate', 'savoury', 'fresh', 'herb']","['coffee', 'ice_cream', 'banana', 'pancake', 'butterscotch', 'helping', 'spice']","['chocolate', 'banana', 'maple_syrup']",152.51,Speyside Whisky,Glentauchers,Signatory,22.0,48.9,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Glen Elgin 10 Year Old 2008 - Cask Strength (Mossburn),"['cask', 'cinnamon', 'ginger', 'ripe', 'orchard_fruit', 'sweet']","['cooked', 'pear', 'butter', 'whiff', 'floral', 'barley']","['honey', 'greengage', 'plus', 'tickle', 'black_pepper']",87.08,Speyside Whisky,Glen Elgin,Mossburn,10.0,59.0,,True,,,,,,,,,,,,
459,Dalwhinnie 30 Year Old (Special Release 2019),"['huge', 'hit', 'spice', 'straight', 'pepper', 'oak', 'flinty_mineral', 'honey', 'pear', 'water', 'cream', 'soda', 'fresh', 'hay', 'sea_salt', 'spice', 'tempered', 'time', 'apple']","['fairly', 'root', 'ginger', 'clover_honey', 'slight', 'mineral', 'subtle', 'ash', 'lotus', 'biscuit', 'butter', 'caramel', 'undertone', 'water', 'cream', 'sweet', 'malt', 'condensed', 'milk', 'vanilla', 'cheesecake', 'prominent', 'floral', 'honey', 'time', 'subtle', 'grass']","['mineral', 'finish', 'white_pepper', 'apricot', 'wax', 'vanilla', 'gentle', 'smoke']",573.25,Highland Whisky,Dalwhinnie,Dalwhinnie,30.0,54.7,,,,,,,,,,,,,,
460,Ardmore Traditional Peated 1l,"['sweet', 'vanilla', 'barley', 'sugar', 'blend', 'earth', 'peat']","['sugar', 'toasted', 'malt', 'layer', 'light', 'peat_smoke']","['petrichor', 'cereal']",58.94,Highland Whisky,Ardmore,Ardmore,,40.0,,,,,,,,,,,,,,
461,GlenAllachie 8 Year Old Koval Rye Quarter Cask Wood Finish,"['chocolate', 'runny_honey', 'black', 'peppercorn', 'orange', 'rice', 'krispie', 'cake']","['nutmeg', 'cinnamon', 'oak', 'element', 'honeycomb', 'apple', 'balancing', 'sweet']","['maple_syrup', 'sawdust']",65.2,Speyside Whisky,GlenAllachie,GlenAllachie,8.0,48.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Deanston 17 Year Old 2002 Pinot Noir Cask Finish,"['vanilla', 'apple', 'subtly', 'sharp_green', 'grape']","['freshly', 'green_apple', 'leaf', 'forest_floor', 'earth', 'soft', 'vanilla']","['milky_tea', 'lemon', 'malt']",126.13,Highland Whisky,Deanston,Deanston,17.0,50.0,,,,,,,,,,,,,,
463,Auchroisk 7 Year Old 2010 - Parkmore Selection,"['rounded', 'red', 'fruit', 'rich', 'smoke', 'slightly', 'chocolate', 'point']","['roasted', 'barley', 'buttered', 'apple', 'whiff', 'pipe_tobacco', 'underneath']","['freshly', 'herb', 'light', 'oak', 'resin']",51.6,Speyside Whisky,Auchroisk,Parkmore Selection,7.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,The Glenturret Peated Edition,"['oil', 'cereal', 'sweet', 'citrus', 'lemon', 'grapefruit']","['peat', 'nut', 'cookie', 'barbecue', 'coffee', 'cake']","['oak', 'sweet', 'edge']",50.5,Highland Whisky,Glenturret,Glenturret,,43.0,,,,,,,,,,,,,,
465,Cask Orkney 18 Year Old (A.D. Rattray),"['continued', 'baked', 'good', 'caramel', 'light', 'waft', 'sea_spray', 'sharp', 'citrus']","['beeswax', 'salted_caramel', 'flapjack', 'butter', 'sultana']","['old', 'oak', 'oily_walnut']",71.46,Scotch Whisky,A. D. Rattray,A. D. Rattray,18.0,46.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Glen Elgin 12 Year Old 2007 (cask 1906028) - Berry Bros. & Rudd,"['toast', 'wood', 'spice', 'set', 'wax', 'honey', 'orange', 'marmalade', 'bit', 'course']","['candy', 'orange_peel', 'sultana', 'sweet', 'fresh', 'red_berry']","['plump_raisin', 'cooked', 'pear', 'linger', 'finish']",84.01,Speyside Whisky,Glen Elgin,Berry Brothers and Rudd,12.0,58.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
467,Deanston 1999 (bottled 2018) (cask 2514) - Samaroli,"['clean', 'sharp', 'spice', 'bark', 'citrus']","['aromatic', 'leather', 'honey', 'menthol']","['sandalwood', 'spice']",249.56,Highland Whisky,Deanston,Samaroli,,45.0,,,,,,,,,,,,,,
468,Glen Garioch 17 Year Old (That Boutique-y Whisky Company),"['oily_walnut', 'marzipan', 'cinnamon', 'nutmeg', 'ginger']","['apricot', 'pastry', 'lemon_cheesecake', 'cinnamon', 'later']","['sponge_cake', 'white_grape', 'orange_peel', 'mint']",100.84,Highland Whisky,Glen Garioch,That Boutique-y Whisky Company,17.0,50.4,,,,,,,,,,,,,,
469,Croftengea 13 Year Old 2007 - North Star Spirits,"['floral', 'grass', 'peat', 'sweet', 'melon', 'soft', 'apple', 'waft', 'salted_caramel', 'pepper', 'oak']","['black_pepper', 'charred', 'sweet', 'oak', 'gentle']","['peat', 'baked_apple', 'coastal_air']",66.44,Highland Whisky,Loch Lomond,North Star Spirits,13.0,49.5,,,,,,,,,,,,,,
470,Speyside #3 6 Year Old (That Boutique-y Whisky Company),"['wave', 'runny', 'toffee', 'honey', 'crunchy_brown', 'sugar', 'filo', 'pastry']","['clementine', 'caraway', 'baked', 'bread', 'butter']","['kitchen', 'herb', 'savoury']",40.08,Scotch Whisky,That Boutique-y Whisky Company,That Boutique-y Whisky Company,6.0,49.3,,,,,,,,,,,,,,
471,Blair Athol 11 Year Old 2009 (cask 307303) - The Cooper's Choice (The Vintage Malt Whisky Co.),"['manuka_honey', 'macadamia_nut', 'cream', 'almond', 'sweet', 'sultana', 'cinder_toffee', 'baking_spice']","['cinnamon_bun', 'orange', 'waft', 'malt', 'oak', 'juicy', 'sultana']","['mixed_nut', 'fruit', 'chocolate', 'orange', 'oak', 'prickle', 'pepper', 'finish']",90.52,Highland Whisky,Blair Athol,The Vintage Malt Whisky Co.,11.0,51.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
472,Deanston 18 Year Old (That Boutique-y Whisky Company),"['salted_caramel', 'marmalade', 'gingerbread', 'initially', 'oil', 'nutty', 'pink_grapefruit', 'bitter', 'soft', 'floral', 'vanilla', 'undertone']","['golden', 'barley', 'charred_oak', 'orange', 'sweet', 'cinnamon', 'orchard_fruit']","['tropical_fruit', 'salad', 'prickle', 'baking_spice']",102.0,Highland Whisky,Deanston,That Boutique-y Whisky Company,18.0,47.6,,,,,,,,,,,,,,
473,Bunnahabhain 11 Year Old 2008 Manzanilla Cask Matured,"['salted_caramel', 'tart', 'dark_chocolate', 'slow_build', 'dry', 'festive_spice', 'red', 'fruit']","['sultanas', 'raisin', 'cashew', 'olive_oil', 'mocha', 'toffee']","['chocolate', 'peanut', 'date', 'damson']",137.59,Islay Whisky,Bunnahabhain,Bunnahabhain,11.0,52.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
474,Tomintoul 15 Year Old with a Peaty Tang,"['buttered_toast', 'green_apple', 'chunk', 'vegetal', 'oak', 'hot', 'white', 'peppercorn', 'honey', 'walnuts', 'herbaceous', 'underneath']","['aromatic', 'heather_root', 'charred', 'musty', 'oak', 'copper', 'sherbet', 'lemon', 'effervescence', 'gristly', 'barley', 'sugar']","['long', 'warm', 'cardamom', 'away', 'backdrop']",54.06,Speyside Whisky,Tomintoul,Tomintoul,15.0,40.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Glen Scotia 16 Year Old,"['orange_peel', 'cookie_dough', 'eucalyptus', 'peanut']","['grass', 'peat', 'shortly', 'fresh', 'peach', 'oak_furniture']","['cream', 'malt', 'earth', 'vanilla', 'subtle', 'oak', 'spice']",97.4,Campbeltown Whisky,Glen Scotia,Glen Scotia,16.0,46.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,SPEY Fumare Cask Strength - Batch 2,"['vanilla', 'custard', 'orchard_fruit', 'slightly', 'brown_sugar', 'toast', 'oak']","['toffee', 'apple', 'herb', 'malt', 'cereal', 'honeyed', 'nut', 'flapjack']","['subtly', 'slight', 'forest', 'fruit', 'sweet']",67.53,Speyside Whisky,Speyside,Speyside,,60.4,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Inchfad 14 Year Old 2007 - North Star Spirits,"['toasted', 'oak', 'herbal', 'coffee', 'ground', 'meat', 'bonfire_ember']","['fruit', 'juice', 'festive_spice', 'earth', 'oak']","['sweet', 'peat', 'ash', 'roasted', 'oats', 'charred', 'lavender']",80.2,Highland Whisky,Loch Lomond,North Star Spirits,14.0,49.0,,,,,,,,,,,,,,
478,Macduff 13 Year Old 2007 (cask 14263) - Old Particular (Douglas Laing),"['maple_syrup', 'pancake', 'strawberry', 'blueberry', 'tang', 'citrus', 'underneath']","['fruit', 'cake', 'runny', 'toffee', 'cumin', 'cinnamon']","['mint', 'chocolate', 'vanilla_pod']",100.84,Highland Whisky,Macduff,Douglas Laing,13.0,48.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
479,Tomatin 10 Year Old 2010 (cask 14397) - Provenance (Douglas Laing),"['strudel', 'vanilla', 'latte', 'barley', 'grist', 'black_pepper', 'ginger']","['toffee', 'barley', 'raisin', 'apple', 'chip']","['brown_sugar', 'winter_spice', 'fruit']",51.54,Highland Whisky,Tomatin,Douglas Laing,10.0,46.0,,,,,,,,,,,,,,
480,Benrinnes 12 Year Old 2008 (casks 800334 & 800335) - Signatory,"['zest', 'lemon', 'peel', 'butter', 'sourdough', 'green', 'oak', 'cinnamon', 'biscuit', 'light', 'stone_fruit']","['vanilla', 'buttered', 'popcorn', 'honey', 'toasted', 'oak', 'chip']","['crème', 'caramel', 'sugar', 'malt_loaf', 'spice', 'cream', 'vanilla', 'pepper', 'oak']",41.22,Speyside Whisky,Benrinnes,Signatory,12.0,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Benrinnes 23 Year Old 1996 (cask 11715) - Cask Strength Collection (Signatory),"['sultana', 'orange_blossom', 'chocolate', 'digestive', 'wax', 'vanilla']","['chocolate', 'praline', 'banana', 'pancake', 'good', 'dose', 'baking_spice']","['fresh', 'sweet', 'malt', 'oak', 'citrus', 'curd']",160.47,Speyside Whisky,Benrinnes,Signatory,23.0,52.6,,,,,,,,,,,,,,
482,Inchgower 13 Year Old 2008 (cask 800479) - Lady of the Glen (Hannah Whisky Merchants),"['blood_orange', 'fresh', 'orchard_fruit', 'strawberry_jam', 'toast', 'pineapple', 'upside_cake']","['waft', 'coastal', 'influence', 'vanilla_pod', 'heather', 'golden_syrup', 'dash', 'sweet', 'balsamic']","['pepper', 'oak', 'cinnamon', 'waffle', 'whiff', 'wood', 'smoke']",73.32,Speyside Whisky,Inchgower,Hannah Whisky Merchants,13.0,55.8,,True,,,,,,,,,,,,
483,Glenburgie 8 Year Old (That Boutique-y Whisky Company),"['slightly', 'pepper', 'soon', 'orange', 'flesh', 'green_apple', 'buttered_bread', 'fresh_flower']","['melon', 'strawberry', 'vanilla', 'y', 'grist', 'underneath']","['fruit', 'sweet', 'thyme']",50.4,Speyside Whisky,Glenburgie,That Boutique-y Whisky Company,8.0,55.2,,,,,,,,,,,,,,
484,Ardmore 'The Green Lady' 10 Year Old (cask 13308) - Clan Denny Chronicles (Douglas Laing),"['juxtaposition', 'crisp', 'bacon', 'tang', 'raspberry', 'lemon']","['enjoyably', 'oak', 'cask_char', 'vegetal', 'peat']","['earth', 'grass', 'burning', 'peat']",63.0,Highland Whisky,Ardmore,Douglas Laing,10.0,57.4,,,,,,,,,,,,,,
485,"Inchgower 19 Year Old 2001 (cask 9334) - The Cooper's Choice (The Vintage Malt Whisky Co,)","['orange', 'sweet', 'festive_spice', 'candy', 'grape', 'toffee', 'shortbread']","['marmalade', 'toasted_marshmallow', 'whiff', 'oak']","['cinnamon', 'clove', 'subtle', 'mineral', 'dr']",137.54,Speyside Whisky,Inchgower,The Vintage Malt Whisky Co.,19.0,49.5,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
486,Lochindaal 10 Year Old 2010 - North Star Spirits,"['green_apple', 'skin', 'salted_caramel', 'bonfire', 'ash']","['peat_smoke', 'oil', 'citrus', 'peel', 'dust', 'cocoa']","['cream', 'finish', 'medicinal', 'smoke', 'sultana']",168.49,Islay Whisky,Bruichladdich,North Star Spirits,10.0,53.5,,,,,,,,,,,,,,
487,Tomintoul 13 Year Old 2004 (cask 5) - Oloroso Sherry Butt Matured,"['sherry', 'fore', 'nutty', 'vanilla', 'glacé', 'fruit']","['butterscotch', 'sweet', 'nutty', 'praline', 'chocolate']",['sherry'],114.6,Speyside Whisky,Tomintoul,Tomintoul,13.0,59.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
488,Teaninich 9 Year Old 2012 (cask 702608) - Lady of the Glen (Hannah Whisky Merchants),"['oil', 'malt', 'chocolate', 'ginger', 'butter', 'biscuit']","['floral', 'oak', 'wood', 'spice', 'milk_chocolate']","['hit', 'spice', 'toast', 'mocha']",73.32,Highland Whisky,Teaninich,Hannah Whisky Merchants,9.0,56.7,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
489,Dailuaine 11 Year Old 2010 (cask 303777) - The Cooper's Choice (The Vintage Malt Whisky Co.),"['currant_bun', 'cinnamon', 'swirl', 'soaked', 'sultana', 'malt', 'oak', 'resin', 'waft', 'cut_grass']","['cinnamon', 'vanilla', 'cream', 'rich', 'sweet', 'boozy', 'fruit']","['aromatic', 'herb', 'spice', 'balance', 'sweet', 'vanilla', 'malt_loaf', 'zest', 'grape']",90.52,Speyside Whisky,Dailuaine,The Vintage Malt Whisky Co.,11.0,53.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
490,Miltonduff 10 Year Old 2011 - Strictly Limited (Càrn Mòr),"['malted_milk', 'biscuit', 'whiff', 'ginger', 'vanilla', 'chai']","['buttery_pastry', 'sultanas', 'vanilla', 'ice_cream', 'zest', 'honey']","['peach', 'cream', 'light', 'fruit', 'cream', 'teature']",57.28,Speyside Whisky,Miltonduff,Carn Mor,10.0,47.5,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Speyside #3 8 Year Old (That Boutique-y Whisky Company),"['fiery', 'alcohol', 'pepper', 'sweet', 'green', 'banana', 'cream', 'texture']","['lot', 'new', 'character', 'fruit', 'cherry', 'peach', 'grass', 'vegetal', 'flavour']","['spice', 'taste', 'thai', 'green', 'curry']",45.8,Scotch Whisky,That Boutique-y Whisky Company,That Boutique-y Whisky Company,8.0,50.7,,,,,,,,,,,,,,
492,Cask Speyside 12 Year Old Sherry Cask Finish (A.D. Rattray),"['frangipane', 'spiced', 'plum', 'orange', 'drizzle_cake']","['bakewell_tart', 'berry', 'jam', 'apple']","['bramble', 'fruit', 'baking_spice']",45.8,Scotch Whisky,A. D. Rattray,A. D. Rattray,12.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
493,Glenlossie 12 Year Old 2008 (casks 10525 & 10529) - Un-Chillfiltered Collection (Signatory),"['vanilla', 'double_cream', 'fresh', 'berry', 'peanut_brittle']","['walnut', 'bread', 'toasted', 'oak', 'chocolate', 'raisin', 'floral', 'tea']","['oil', 'oak', 'caramel', 'nut', 'marmalade', 'cinnamon', 'caraway']",45.8,Speyside Whisky,Glenlossie,Signatory,12.0,46.0,,,,,,,,,,,,,,
494,Bad na h-Achlaise - Tuscan Oak 12/27,"['slow_build', 'peat', 'apple', 'pear', 'blackberry', 'sweet', 'balance']","['cut_grass', 'fruit', 'barley', 'brandy_snap']","['subtly', 'pepper', 'finish', 'plus', 'smidge', 'toasted', 'bread']",61.86,Scotch Whisky,Badachro Distillery,Badachro Distillery,,46.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
495,Tomatin 10 Year Old 2008 (cask 13774) - Old Particular (Douglas Laing),"['oak', 'honeyed', 'toast', 'milk_chocolate']","['floral', 'barley', 'apple_crumble', 'toasted', 'oats']","['good', 'drizzle', 'treacle', 'cinnamon', 'orchard_fruit']",63.0,Highland Whisky,Tomatin,Douglas Laing,10.0,48.4,,,,,,,,,,,,,,
496,Macduff 18 Year Old 2002 (cask 900262) - Cask Collection (A.D. Rattray),"['sultana', 'raisin', 'dark', 'cherry', 'malt', 'spice']","['fig_date', 'lemon', 'musty', 'woodsmoke', 'coastal', 'breeze']","['toasted', 'nut', 'dark', 'caramel', 'pipe_tobacco', 'gentle', 'sea_air']",168.49,Highland Whisky,Macduff,A. D. Rattray,18.0,58.5,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
497,Tomatin 11 Year Old 2008 (cask 79) (Master of Malt),"['sweet', 'aromatic', 'herbaceous', 'savoury', 'freshly', 'wholewheat', 'bread', 'pineapple', 'jam']","['wonderfully', 'cream', 'sweet', 'big', 'hit', 'honey', 'straight', 'cinnamon', 'french_toast', 'musk', 'sandalwood', 'undertone', 'butter', 'caramel', 'heap', 'fresh', 'vanilla', 'custard']","['somewhat', 'distinctly', 'wood', 'rich', 'velvet', 'honey', 'treacle']",76.76,Highland Whisky,Tomatin,Tomatin,11.0,60.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Safe Haven 6 Year Old 2014 (casks 2013301 - 2013306) - Mystery Malt (Murray McDavid),"['sherry', 'fruit', 'sweet', 'spiced', 'fig', 'date', 'young', 'pepper', 'oak', 'wood', 'waft', 'vanilla']","['pungent', 'peat', 'bonfire_ash', 'waft', 'orange', 'sultanas', 'raisin']","['charred', 'oak', 'peat', 'smoke', 'earth', 'spice', 'ginger', 'fruit']",48.1,Scotch Whisky,Murray McDavid,Murray McDavid,6.0,50.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
